reservation_id,customer_id,nombre_cliente,email,pais,restaurant_id,date_id,channel_id,guests,total_spent,status
R1453,C1798,Bradley Bennett,shuerta@hartman-brady.com,Congo,REST002,D20250825,CH3,1,222.1,Confirmada
R0003,C1413,Phillip Wong,ambersmith@morris.biz,Greenland,REST002,D20250815,CH1,2,0.0,Cancelada
R0577,C1037,Dr. Charles Hutchinson,wbrennan@nixon-king.com,Heard Island and McDonald Islands,REST004,D20250813,CH3,4,0.0,No Show
R2658,C1090,Jennifer Young,mariagreer@carter.net,Liechtenstein,REST004,D20250822,CH2,2,0.0,Cancelada
R0340,C1551,Judith Maldonado,laura65@moore-koch.net,Switzerland,REST003,D20250826,CH3,4,789.17,Confirmada
R2540,C1022,Adam Wright,reynoldskimberly@roman.net,Japan,REST001,D20250821,CH2,5,1415.27,Confirmada
R2936,C1835,Sarah Mills,martinbradley@gray-shepherd.net,Germany,REST004,D20250823,CH2,5,448.71,Confirmada
R0926,C1527,Kathleen Miller,jessecruz@yahoo.com,Mauritius,REST001,D20250818,CH1,5,0.0,No Show
R0266,C1334,Becky Taylor,olivia75@hotmail.com,Tuvalu,REST004,D20250811,CH2,5,948.66,Confirmada
R0377,C1131,Travis Jones,craigsimon@hanson.org,Dominica,REST004,D20250824,CH3,3,0.0,No Show
R2023,C1246,Jonathan Jones,kvilla@arias.com,Turkey,REST003,D20250813,CH1,4,999.42,Confirmada
R1464,C1040,Ryan Mason,wileymolly@smith.com,San Marino,REST003,D20250812,CH1,5,850.97,Confirmada
R0272,C1951,Sarah Harris,julievelasquez@yahoo.com,Western Sahara,REST003,D20250813,CH1,5,1182.86,Confirmada
R0697,C1807,Michael Mccoy,rachelparker@hotmail.com,Jordan,REST004,D20250817,CH3,5,1479.43,Confirmada
R2974,C1009,Gilbert Bates,ryan82@blanchard-holt.com,Comoros,REST002,D20250815,CH2,5,346.86,Confirmada
R0245,C1915,Sarah Miller,drew94@hotmail.com,Turks and Caicos Islands,REST001,D20250823,CH1,4,0.0,No Show
R2814,C1115,Barbara Garrett,rmiller@gomez-thornton.com,Pitcairn Islands,REST002,D20250819,CH2,3,845.0,Confirmada
R0477,C1439,Teresa Martinez,georgejames@blanchard.net,Guinea,REST001,D20250821,CH1,5,1278.41,Confirmada
R2786,C1242,Lynn Solomon,joshuaperez@gmail.com,Lao People's Democratic Republic,REST001,D20250818,CH1,4,833.7,Confirmada
R2844,C1952,Jasmin Parker,coledaniel@franco-shelton.com,Saudi Arabia,REST003,D20250812,CH1,5,400.82,Confirmada
R2299,C1661,Nicole Jones,roblesthomas@hotmail.com,Eritrea,REST003,D20250819,CH2,5,793.71,Confirmada
R2449,C1142,Teresa Smith MD,sandersscott@hotmail.com,Haiti,REST001,D20250827,CH2,3,250.12,Confirmada
R2784,C1371,Joseph Lawrence,smithanna@higgins-short.com,Ethiopia,REST002,D20250811,CH3,3,0.0,Cancelada
R2954,C1752,Debra Kim,pattonkathryn@yahoo.com,Antigua and Barbuda,REST004,D20250810,CH1,3,0.0,Cancelada
R2983,C1402,Daniel Fletcher,joshua71@jackson-jones.biz,Pakistan,REST002,D20250822,CH1,2,306.2,Confirmada
R2160,C1788,Anna Williamson,hudsonlori@yahoo.com,British Virgin Islands,REST004,D20250821,CH2,2,464.91,Confirmada
R0251,C1713,Natasha Hammond,cortezjoseph@allen-jackson.com,Sao Tome and Principe,REST004,D20250817,CH3,4,0.0,Cancelada
R0414,C1475,Vincent Pineda,joshuamurphy@yahoo.com,Iceland,REST003,D20250818,CH3,4,401.59,Confirmada
R0546,C1686,Pamela Brown,kelly57@walker-berg.com,Tunisia,REST003,D20250815,CH3,4,987.04,Confirmada
R1194,C1201,Todd Ware,casey67@hamilton.com,Eritrea,REST004,D20250820,CH1,2,99.82,Confirmada
R0739,C1555,Barbara Mendoza,erinsmith@gmail.com,Macao,REST003,D20250824,CH3,4,0.0,Cancelada
R0311,C1654,Krystal Hernandez,kristinmiller@yahoo.com,Slovakia (Slovak Republic),REST001,D20250812,CH3,5,133.09,Confirmada
R1980,C1889,Timothy Joseph,davidchang@esparza-warren.com,Palau,REST003,D20250815,CH3,3,0.0,No Show
R0894,C1260,Gabrielle Harris,wsoto@rhodes-rodgers.com,Cape Verde,REST003,D20250824,CH1,4,0.0,Cancelada
R1132,C1946,Andrea Bailey,mcdowellchristine@morris.info,Brazil,REST003,D20250811,CH1,3,170.72,Confirmada
R1450,C1471,William Gray PhD,wcase@hotmail.com,Netherlands Antilles,REST004,D20250812,CH3,2,187.29,Confirmada
R2908,C1460,Julie Valencia,ethandouglas@gmail.com,British Indian Ocean Territory (Chagos Archipelago),REST003,D20250819,CH2,1,0.0,No Show
R0016,C1134,Nicole Soto,walvarado@gmail.com,Bosnia and Herzegovina,REST003,D20250818,CH1,2,104.89,Confirmada
R1951,C1077,Rachel Daugherty,carlsonlisa@whitaker.com,Vietnam,REST004,D20250821,CH2,3,185.86,Confirmada
R0722,C1713,Natasha Hammond,cortezjoseph@allen-jackson.com,Sao Tome and Principe,REST003,D20250821,CH1,3,824.91,Confirmada
R1421,C1614,Tara Kelley,martinezlindsay@gmail.com,Eritrea,REST002,D20250819,CH1,2,80.96,Confirmada
R2634,C1350,Theodore Bradford,martinnathaniel@hotmail.com,Guadeloupe,REST002,D20250816,CH3,5,0.0,Cancelada
R0982,C1618,Nancy Osborn,jensencolin@gmail.com,Moldova,REST003,D20250814,CH3,4,0.0,Cancelada
R1875,C1057,Mark Calderon,brownemily@gmail.com,Nigeria,REST004,D20250822,CH2,5,1121.2,Confirmada
R1540,C1255,Jeremy Stokes,kgonzalez@kelley.com,Cote d'Ivoire,REST003,D20250825,CH3,2,511.78,Confirmada
R2531,C1400,Tyrone Brown,timkline@hotmail.com,Cuba,REST003,D20250824,CH1,1,0.0,No Show
R1551,C1162,Sophia Meyer,burtonpeter@hotmail.com,Saint Lucia,REST001,D20250819,CH2,1,136.32,Confirmada
R2423,C1948,Ryan Harvey,hlawson@hanson.org,Gambia,REST003,D20250810,CH2,3,826.13,Confirmada
R0364,C1038,Victoria Vasquez,nelsonjoel@moyer-sloan.com,Uruguay,REST004,D20250826,CH1,3,326.21,Confirmada
R2769,C1864,Susan Singleton,bellcorey@sullivan.com,Cameroon,REST004,D20250814,CH2,5,252.86,Confirmada
R0183,C1377,Lauren Miller,angela72@gmail.com,Niue,REST004,D20250821,CH1,2,404.8,Confirmada
R0986,C1777,Dakota Rice,ucook@barton.info,Saint Vincent and the Grenadines,REST002,D20250821,CH1,3,282.67,Confirmada
R1991,C1959,Jesse Ramirez,kduke@melton-ferguson.com,El Salvador,REST002,D20250818,CH2,1,298.18,Confirmada
R1195,C1591,Jeffrey Nelson,rmurphy@yahoo.com,American Samoa,REST003,D20250816,CH2,5,529.92,Confirmada
R1770,C1268,Jeffrey Baker,sanchezjoseph@horn-pearson.com,Solomon Islands,REST004,D20250823,CH2,1,34.64,Confirmada
R1676,C1756,Tracy Trujillo,palmerscott@wright-lopez.com,United States of America,REST001,D20250812,CH3,5,1373.38,Confirmada
R1122,C1482,Kristin Hutchinson,kaylabrady@howell-carrillo.com,French Southern Territories,REST003,D20250822,CH1,2,290.86,Confirmada
R0188,C1806,James Barker,deborah38@perry.com,Denmark,REST004,D20250817,CH3,4,0.0,Cancelada
R0620,C1638,Joseph White,moniquehall@hotmail.com,Afghanistan,REST003,D20250813,CH2,2,0.0,Cancelada
R1613,C1033,Mark Jones,thorntonzachary@yahoo.com,Barbados,REST001,D20250816,CH2,1,36.39,Confirmada
R1176,C1114,Larry Montoya,jknight@gmail.com,Pakistan,REST002,D20250820,CH3,1,131.9,Confirmada
R1183,C1757,Jonathan Norris,umoore@yahoo.com,Kuwait,REST004,D20250810,CH1,4,589.55,Confirmada
R2385,C1037,Dr. Charles Hutchinson,wbrennan@nixon-king.com,Heard Island and McDonald Islands,REST002,D20250820,CH1,2,532.1,Confirmada
R2716,C1687,John Green,whiteshane@knight.com,Anguilla,REST001,D20250812,CH1,3,289.35,Confirmada
R0615,C1923,Adam Brown,juan06@yahoo.com,Liberia,REST004,D20250824,CH3,5,0.0,No Show
R1514,C1598,Mr. Kyle Taylor MD,vturner@green.org,Taiwan,REST004,D20250823,CH1,1,29.39,Confirmada
R1467,C1332,Dana Crane,dianatucker@yahoo.com,Nicaragua,REST001,D20250815,CH1,3,373.69,Confirmada
R0402,C1856,Angel Cook,thompsonbrent@mullins.com,India,REST003,D20250821,CH2,5,749.51,Confirmada
R0995,C1293,Michelle Perez,matthewpayne@hotmail.com,Greenland,REST002,D20250819,CH2,2,389.17,Confirmada
R0935,C1505,Glenn Hall,byoung@carpenter.com,Italy,REST003,D20250810,CH2,2,196.49,Confirmada
R0372,C1873,Timothy Maxwell,rachelromero@guzman.com,Uganda,REST003,D20250811,CH1,4,529.67,Confirmada
R1923,C1479,Christopher Roach,joelpadilla@rivera.org,Philippines,REST002,D20250815,CH3,3,0.0,Cancelada
R2307,C1816,Brian Morris,raykaren@yahoo.com,Central African Republic,REST002,D20250810,CH3,3,0.0,Cancelada
R0594,C1591,Jeffrey Nelson,rmurphy@yahoo.com,American Samoa,REST001,D20250820,CH2,3,0.0,No Show
R1911,C1697,Stephen Simmons,bryanzachary@miranda.com,Angola,REST002,D20250822,CH2,1,138.09,Confirmada
R0727,C1423,Latoya Collins,vvalencia@sharp-harrington.com,Marshall Islands,REST001,D20250815,CH2,5,0.0,Cancelada
R0827,C1439,Teresa Martinez,georgejames@blanchard.net,Guinea,REST003,D20250825,CH2,3,708.07,Confirmada
R1675,C1986,Thomas Rivera,moorecarly@edwards.info,Nigeria,REST002,D20250813,CH3,2,430.68,Confirmada
R0688,C1012,Linda Willis,smithmary@smith-patterson.com,Panama,REST002,D20250822,CH2,3,860.97,Confirmada
R2216,C1367,Brittany Williams,clintonday@perez.info,Philippines,REST002,D20250822,CH1,5,888.74,Confirmada
R0137,C1844,Bradley Gonzalez,kdodson@patterson.biz,Azerbaijan,REST004,D20250820,CH2,5,1404.82,Confirmada
R2765,C1822,Carlos Campbell,stephanie60@gmail.com,Burkina Faso,REST004,D20250810,CH1,3,212.73,Confirmada
R0629,C1020,Adriana Turner,renee25@hotmail.com,Bulgaria,REST002,D20250827,CH1,5,359.91,Confirmada
R0335,C1579,Christina Ramirez,michael81@hotmail.com,Brunei Darussalam,REST001,D20250822,CH2,5,289.23,Confirmada
R0391,C1979,Bethany Bowen,brentolsen@duncan.biz,Jordan,REST002,D20250826,CH2,3,447.86,Confirmada
R2310,C1126,Derek Blake,jessicayoung@robertson.com,Belgium,REST001,D20250824,CH3,1,246.86,Confirmada
R1110,C1341,Terry Garcia,nicoleryan@hood.com,Indonesia,REST001,D20250816,CH2,4,286.36,Confirmada
R1738,C1939,Anna Anthony,victor86@thompson.com,Vanuatu,REST001,D20250823,CH1,5,1065.75,Confirmada
R2699,C1637,Shelly Hoffman,fordalbert@day-kim.com,French Polynesia,REST002,D20250823,CH1,5,0.0,Cancelada
R0711,C1642,Molly Campbell,rebeccalevine@bradley.info,Sweden,REST004,D20250822,CH3,4,1036.77,Confirmada
R1040,C1690,Lindsey Gutierrez,simpsonelaine@gmail.com,Syrian Arab Republic,REST002,D20250817,CH2,3,0.0,No Show
R2715,C1761,Michael Duncan,uglover@yahoo.com,South Africa,REST002,D20250823,CH3,4,0.0,Cancelada
R1851,C1646,Zachary Harrell,fraziermelanie@hotmail.com,Azerbaijan,REST001,D20250825,CH2,1,36.61,Confirmada
R2596,C1720,Jenny Anderson,nicole66@cook.biz,Poland,REST002,D20250826,CH1,3,0.0,Cancelada
R1562,C1642,Molly Campbell,rebeccalevine@bradley.info,Sweden,REST004,D20250815,CH3,2,71.99,Confirmada
R2758,C1452,Elizabeth Garcia,connorchen@lee.info,Egypt,REST001,D20250819,CH2,3,471.14,Confirmada
R1595,C1821,April Allen,alisonluna@gmail.com,Germany,REST003,D20250825,CH1,4,0.0,Cancelada
R2751,C1946,Andrea Bailey,mcdowellchristine@morris.info,Brazil,REST001,D20250824,CH1,5,930.56,Confirmada
R1113,C1839,Glen Reid,pamela28@hotmail.com,Kazakhstan,REST002,D20250814,CH1,3,764.26,Confirmada
R0466,C1550,Sarah Tucker,andrew86@gmail.com,Heard Island and McDonald Islands,REST002,D20250812,CH2,2,104.81,Confirmada
R1561,C1310,Donna Ramirez,barneslisa@alexander-clark.com,El Salvador,REST004,D20250811,CH1,4,0.0,Cancelada
R1224,C1686,Pamela Brown,kelly57@walker-berg.com,Tunisia,REST001,D20250814,CH1,2,245.27,Confirmada
R1954,C1419,Julie Gutierrez,bergerchristine@hotmail.com,China,REST003,D20250821,CH1,1,0.0,Cancelada
R2967,C1879,Mark Patterson,gbrown@yahoo.com,Solomon Islands,REST001,D20250827,CH3,1,127.44,Confirmada
R2349,C1798,Bradley Bennett,shuerta@hartman-brady.com,Congo,REST004,D20250811,CH2,5,1086.96,Confirmada
R1509,C1487,Tanya Smith,xvargas@hotmail.com,Aruba,REST003,D20250812,CH1,5,473.66,Confirmada
R1105,C1258,Darren Sandoval,pcarter@gmail.com,Aruba,REST002,D20250824,CH1,3,70.01,Confirmada
R1989,C1026,Rose Rosales,pfernandez@yahoo.com,New Zealand,REST004,D20250811,CH2,3,693.6,Confirmada
R0339,C1155,Danny Washington,ahenderson@yahoo.com,Guinea-Bissau,REST001,D20250823,CH3,3,122.69,Confirmada
R0216,C1689,Lori Chapman,phillipsjason@hart.com,Venezuela,REST003,D20250827,CH2,1,130.95,Confirmada
R1616,C1536,Dennis Larson,xspencer@english.com,Micronesia,REST003,D20250819,CH1,3,201.34,Confirmada
R1917,C1766,Jonathon Sheppard,jwalker@hotmail.com,Saudi Arabia,REST003,D20250817,CH3,5,653.5,Confirmada
R2515,C1885,Debra Thomas,juliesmith@hotmail.com,Ethiopia,REST001,D20250810,CH2,5,372.25,Confirmada
R2805,C1415,William Lewis,krista47@harrison.com,Indonesia,REST003,D20250822,CH3,5,0.0,Cancelada
R1593,C1833,Tony Rangel,annettelee@yahoo.com,Bouvet Island (Bouvetoya),REST003,D20250827,CH3,2,317.1,Confirmada
R2241,C1294,Rhonda Leach,thomasjohnson@taylor.biz,Macedonia,REST002,D20250817,CH3,4,1069.11,Confirmada
R1685,C1241,Mary Ford,erobinson@yahoo.com,Jamaica,REST004,D20250815,CH1,4,394.39,Confirmada
R2523,C1066,Jorge Dodson,schneiderjoshua@yahoo.com,Jordan,REST001,D20250812,CH3,5,520.83,Confirmada
R0817,C1475,Vincent Pineda,joshuamurphy@yahoo.com,Iceland,REST003,D20250823,CH3,1,110.36,Confirmada
R1068,C1657,Lauren Gonzalez,cdouglas@yahoo.com,Macao,REST002,D20250811,CH2,4,0.0,No Show
R2004,C1786,Adrian Nelson,bethjones@hotmail.com,El Salvador,REST004,D20250827,CH1,5,0.0,Cancelada
R0275,C1575,Amy Davis,lopezjeremy@salas-smith.biz,Liberia,REST004,D20250820,CH3,4,0.0,Cancelada
R2245,C1340,Isabel Hodge,marcuselliott@williams.com,Cote d'Ivoire,REST001,D20250812,CH3,3,0.0,Cancelada
R0866,C1964,Charles Snyder,williamscharles@gmail.com,Micronesia,REST002,D20250820,CH1,4,1188.25,Confirmada
R0102,C1216,Bonnie Moore,prattpeter@ayers.biz,Guyana,REST001,D20250826,CH3,5,0.0,Cancelada
R1502,C1597,Lisa Berry,robert03@dean.com,Aruba,REST004,D20250826,CH1,2,159.22,Confirmada
R2150,C1031,Jessica Merritt,shaney@yahoo.com,Congo,REST001,D20250816,CH3,3,711.12,Confirmada
R0172,C1327,Roy Edwards,kingdarrell@yahoo.com,Mauritania,REST001,D20250824,CH1,3,624.39,Confirmada
R0108,C1890,Darren Jimenez,ryanmadden@parker-west.info,Burundi,REST003,D20250827,CH2,2,472.5,Confirmada
R1863,C1583,Brian Frost,claytonmegan@sutton-fox.com,Costa Rica,REST001,D20250825,CH1,5,751.05,Confirmada
R1522,C1178,Mario Beck,mheath@yahoo.com,Saint Martin,REST002,D20250827,CH1,2,0.0,Cancelada
R2988,C1381,Brent Skinner,leachdavid@gmail.com,Guinea,REST003,D20250820,CH1,3,0.0,No Show
R2203,C1602,Lindsey Salas,rogersmary@hotmail.com,Israel,REST002,D20250825,CH2,5,0.0,No Show
R2055,C1344,John Lee,jessica21@warren.net,Liechtenstein,REST004,D20250819,CH3,3,0.0,Cancelada
R1765,C1508,Jasmin Scott,gregoryjoshua@gmail.com,Qatar,REST001,D20250813,CH1,3,231.12,Confirmada
R2034,C1879,Mark Patterson,gbrown@yahoo.com,Solomon Islands,REST004,D20250813,CH2,2,315.57,Confirmada
R1963,C1981,Emily Smith,rileystephen@taylor-sanchez.com,Switzerland,REST001,D20250813,CH1,4,516.55,Confirmada
R2251,C1841,Laura James,barnessusan@johnson-velazquez.net,Croatia,REST003,D20250816,CH1,3,754.15,Confirmada
R2341,C1228,Judy Arias,gsantos@woods.com,Mauritius,REST004,D20250825,CH1,2,104.29,Confirmada
R2576,C1613,Daniel Gray,tacevedo@gardner.com,Tonga,REST001,D20250812,CH1,2,0.0,Cancelada
R1925,C1208,Brittany Freeman,jonathansteele@yahoo.com,Iceland,REST003,D20250814,CH2,4,769.25,Confirmada
R0296,C1153,Krystal Smith,kellyrodriguez@yahoo.com,Peru,REST001,D20250821,CH2,2,54.36,Confirmada
R0713,C1176,Jennifer Hamilton,maldonadodiana@gmail.com,Suriname,REST002,D20250814,CH3,2,88.73,Confirmada
R0073,C1969,Travis Burns,gbrock@hotmail.com,Nigeria,REST003,D20250811,CH3,1,127.91,Confirmada
R1953,C1667,James Soto,vreynolds@yahoo.com,Libyan Arab Jamahiriya,REST001,D20250811,CH1,1,45.72,Confirmada
R2270,C1008,Jessica Thomas,jfarrell@gmail.com,Guinea,REST002,D20250822,CH2,1,219.38,Confirmada
R2562,C1484,Karen Morgan,ovaldez@gibson.com,Reunion,REST001,D20250827,CH3,1,0.0,Cancelada
R2886,C1705,Nicholas Pena,cassandra50@diaz-anderson.biz,Maldives,REST003,D20250813,CH2,2,143.92,Confirmada
R0482,C1200,Maria Neal,bfernandez@yahoo.com,Central African Republic,REST003,D20250826,CH2,4,0.0,No Show
R2219,C1849,Jeffery Moore,matthew63@jones.com,Samoa,REST004,D20250827,CH2,2,0.0,No Show
R1531,C1514,Phillip Anderson,codywilson@gmail.com,Mozambique,REST003,D20250818,CH3,5,700.44,Confirmada
R2116,C1239,Jeffrey Odonnell,brianlang@hebert.com,Chad,REST002,D20250814,CH2,3,0.0,No Show
R1515,C1477,Thomas Scott,davidmcgee@cole.biz,Azerbaijan,REST004,D20250818,CH3,4,87.31,Confirmada
R2961,C1867,John Fitzgerald,vicki53@mendoza.biz,Cameroon,REST003,D20250817,CH3,4,1077.15,Confirmada
R1491,C1442,Jonathan Leon,lisa40@payne-miller.net,Sweden,REST001,D20250825,CH2,1,0.0,Cancelada
R1172,C1404,Melissa Mitchell,garciaerica@stewart-clements.info,Sierra Leone,REST001,D20250819,CH2,5,0.0,Cancelada
R2453,C1693,Nancy Collins,barryscott@yahoo.com,United Arab Emirates,REST001,D20250817,CH3,4,562.52,Confirmada
R2430,C1126,Derek Blake,jessicayoung@robertson.com,Belgium,REST004,D20250818,CH2,3,591.81,Confirmada
R2074,C1914,Brittany Odom,kathleen66@yahoo.com,Panama,REST002,D20250816,CH3,5,861.03,Confirmada
R2217,C1957,Diana Hurley,wolfelisa@casey-reed.info,Paraguay,REST001,D20250827,CH3,3,746.07,Confirmada
R2272,C1825,Eric Chan,heatherrandall@landry-rangel.com,Norway,REST004,D20250815,CH3,5,455.18,Confirmada
R0406,C1056,Bruce Vasquez,williamstristan@hotmail.com,Rwanda,REST001,D20250811,CH2,5,1029.86,Confirmada
R0758,C1012,Linda Willis,smithmary@smith-patterson.com,Panama,REST002,D20250816,CH1,1,0.0,Cancelada
R1957,C1817,Ashley Morse,larsenedward@scott-taylor.info,Chad,REST004,D20250811,CH3,5,1379.14,Confirmada
R2185,C1352,Sarah Wilkerson,jacobanderson@gmail.com,Libyan Arab Jamahiriya,REST001,D20250825,CH3,3,305.52,Confirmada
R1952,C1112,Rachel Allen,jasmine35@johnson.info,Belarus,REST001,D20250817,CH3,2,344.2,Confirmada
R0098,C1460,Julie Valencia,ethandouglas@gmail.com,British Indian Ocean Territory (Chagos Archipelago),REST004,D20250825,CH3,1,135.14,Confirmada
R1334,C1332,Dana Crane,dianatucker@yahoo.com,Nicaragua,REST002,D20250810,CH3,5,274.94,Confirmada
R2390,C1046,Pamela Pineda,ajones@frazier.net,Guernsey,REST002,D20250827,CH3,1,165.44,Confirmada
R0744,C1963,Cynthia Arnold,ywhite@harris-williams.com,Kazakhstan,REST002,D20250827,CH1,3,675.72,Confirmada
R0807,C1922,Kimberly Montes,cody67@gmail.com,Kiribati,REST004,D20250811,CH2,1,222.79,Confirmada
R2770,C1557,Heidi Ballard,ygarcia@gmail.com,Liechtenstein,REST004,D20250820,CH1,2,110.75,Confirmada
R1897,C1930,Molly Lewis,ybailey@anderson.com,Norway,REST001,D20250826,CH2,3,0.0,Cancelada
R2500,C1360,Adriana Johnson,tiffanymason@martinez-christensen.com,Gibraltar,REST001,D20250812,CH1,1,25.81,Confirmada
R1536,C1873,Timothy Maxwell,rachelromero@guzman.com,Uganda,REST003,D20250812,CH3,2,270.64,Confirmada
R2051,C1973,Jose Lopez,gnguyen@hotmail.com,Antigua and Barbuda,REST004,D20250820,CH3,5,0.0,No Show
R2011,C1427,Randy Duffy,anthonyhale@robles.com,Croatia,REST004,D20250827,CH3,3,873.7,Confirmada
R0149,C1922,Kimberly Montes,cody67@gmail.com,Kiribati,REST002,D20250813,CH3,5,1138.05,Confirmada
R2555,C1403,Matthew Herring,barbermarc@brown.com,Liberia,REST002,D20250819,CH1,2,0.0,Cancelada
R2054,C1974,Karl Adams,taylorrobert@hotmail.com,French Polynesia,REST002,D20250827,CH3,3,853.83,Confirmada
R1903,C1604,Andrew Huang,qfields@gamble.org,Saint Martin,REST001,D20250815,CH3,1,0.0,Cancelada
R1316,C1375,Stacey Carlson,garciasusan@yahoo.com,Andorra,REST004,D20250816,CH1,2,210.53,Confirmada
R0693,C1733,Kimberly Wilcox,chill@hotmail.com,Svalbard & Jan Mayen Islands,REST002,D20250823,CH1,1,257.27,Confirmada
R0819,C1836,Theresa Phillips,clinton01@jacobs-moss.info,Turkey,REST001,D20250817,CH1,1,206.56,Confirmada
R1729,C1455,Scott Paul,ashley18@gmail.com,Peru,REST004,D20250823,CH2,4,698.42,Confirmada
R1387,C1206,James Aguilar,seanrodgers@thomas.com,Korea,REST001,D20250824,CH2,1,148.83,Confirmada
R2282,C1422,Jennifer Mccoy,gregory58@yahoo.com,Estonia,REST001,D20250827,CH2,1,80.89,Confirmada
R2734,C1215,Priscilla Stout,jwhite@ortiz-mack.net,Nicaragua,REST003,D20250817,CH1,4,663.5,Confirmada
R1600,C1112,Rachel Allen,jasmine35@johnson.info,Belarus,REST001,D20250814,CH2,5,623.51,Confirmada
R2611,C1458,Anthony Lee,callahanlynn@rios.org,Iran,REST004,D20250819,CH1,2,0.0,Cancelada
R2458,C1949,Annette Moore,myates@hotmail.com,Bahrain,REST003,D20250825,CH3,4,813.49,Confirmada
R0702,C1144,Heidi Stewart,fmalone@key.com,Zimbabwe,REST004,D20250810,CH3,4,626.37,Confirmada
R1879,C1145,Johnny Collins,ochurch@hotmail.com,Cook Islands,REST004,D20250827,CH3,1,0.0,No Show
R2657,C1059,Elizabeth Howard,garciaedward@yahoo.com,Turks and Caicos Islands,REST001,D20250816,CH2,2,0.0,No Show
R0922,C1920,Robert Patel,zavalajacob@gmail.com,Dominica,REST002,D20250815,CH2,5,270.64,Confirmada
R1425,C1760,Kathleen Brown,sandramoss@williams.com,Eritrea,REST003,D20250810,CH3,2,220.57,Confirmada
R1709,C1711,Johnny Carey,zscott@snyder-clark.org,South Georgia and the South Sandwich Islands,REST003,D20250821,CH2,1,37.68,Confirmada
R0906,C1499,Tina Hill,zgonzales@fitzpatrick-caldwell.info,Djibouti,REST001,D20250819,CH3,3,326.23,Confirmada
R0455,C1617,Deborah Jordan,angie04@ruiz.com,Honduras,REST002,D20250820,CH3,5,405.91,Confirmada
R2186,C1962,David Shaw,bgrant@hotmail.com,Antarctica (the territory South of 60 deg S),REST004,D20250814,CH3,2,0.0,Cancelada
R2305,C1979,Bethany Bowen,brentolsen@duncan.biz,Jordan,REST001,D20250827,CH2,3,0.0,Cancelada
R1772,C1978,Tony Espinoza,lpatel@yahoo.com,Ghana,REST003,D20250819,CH3,3,508.16,Confirmada
R0168,C1174,Brian Jimenez,coreyhenry@hotmail.com,Syrian Arab Republic,REST001,D20250827,CH1,3,711.44,Confirmada
R0731,C1579,Christina Ramirez,michael81@hotmail.com,Brunei Darussalam,REST004,D20250826,CH2,5,0.0,Cancelada
R2189,C1389,Linda Warner,ryannichols@maddox.info,Lebanon,REST002,D20250810,CH1,1,145.42,Confirmada
R1311,C1460,Julie Valencia,ethandouglas@gmail.com,British Indian Ocean Territory (Chagos Archipelago),REST004,D20250825,CH1,3,170.64,Confirmada
R0027,C1232,Jacob Anderson,donaldfisher@yahoo.com,Togo,REST004,D20250826,CH3,3,495.78,Confirmada
R2060,C1760,Kathleen Brown,sandramoss@williams.com,Eritrea,REST002,D20250810,CH3,3,0.0,No Show
R1653,C1814,Katherine Hurst,barronlawrence@herman.biz,Kyrgyz Republic,REST003,D20250812,CH2,3,883.74,Confirmada
R1623,C1175,Chase Miller,randallwilcox@gmail.com,Suriname,REST004,D20250821,CH1,3,0.0,Cancelada
R0588,C1174,Brian Jimenez,coreyhenry@hotmail.com,Syrian Arab Republic,REST001,D20250822,CH3,1,0.0,Cancelada
R2017,C1325,Dr. Anthony Mccoy,anneashley@arnold.com,Aruba,REST004,D20250812,CH1,5,0.0,No Show
R0998,C1543,Natasha Garcia,oscarthompson@brown-hall.com,Honduras,REST003,D20250819,CH2,1,0.0,Cancelada
R1177,C1538,Christopher Barr,monica29@yahoo.com,Faroe Islands,REST003,D20250812,CH1,2,0.0,Cancelada
R1701,C1447,Monica Cobb,icarr@hotmail.com,Belgium,REST004,D20250825,CH2,2,291.39,Confirmada
R1041,C1048,Dawn Gentry,mlewis@jackson.com,South Africa,REST001,D20250818,CH1,5,0.0,Cancelada
R0034,C1763,Jamie Oneal,fullercindy@yahoo.com,Monaco,REST001,D20250813,CH3,5,0.0,Cancelada
R1810,C1578,Brian Pacheco,russolaura@carter-barajas.com,Niue,REST003,D20250812,CH2,3,196.05,Confirmada
R2627,C1842,Janice Dodson,shannon77@gmail.com,Saint Martin,REST001,D20250827,CH2,4,965.95,Confirmada
R1380,C1392,Cynthia Andrews,simsmelissa@hotmail.com,Niue,REST004,D20250822,CH1,2,0.0,No Show
R0042,C1895,Connie Gonzalez,bsantos@gmail.com,Mauritania,REST004,D20250823,CH2,1,21.42,Confirmada
R1792,C1266,Jared Bartlett,brittany06@gmail.com,Zimbabwe,REST003,D20250819,CH1,1,0.0,Cancelada
R2190,C1005,Michael Harvey,sgarcia@price.com,Macedonia,REST002,D20250811,CH2,3,630.26,Confirmada
R2607,C1502,Lynn Smith,misty10@yahoo.com,Jamaica,REST003,D20250815,CH2,4,0.0,Cancelada
R1973,C1608,Michelle Lewis,lindalewis@freeman-manning.com,Micronesia,REST004,D20250822,CH1,2,540.44,Confirmada
R2290,C1372,Jonathan Richmond,amanda25@harris.com,Reunion,REST001,D20250818,CH3,1,0.0,No Show
R1926,C1049,Zachary Li,angelica66@hotmail.com,Colombia,REST004,D20250818,CH1,2,69.26,Confirmada
R0610,C1314,Kevin Bartlett,danielle84@hotmail.com,Mayotte,REST001,D20250825,CH3,2,382.86,Confirmada
